Assignee,Closed,Opened,Opener,Spendtime,Summary,Type
boyork,2014/12/27 21:27:36,2014/11/19 23:21:15,pwendell,79581,Create build/mvn to automatically download maven/zinc/scalac,New Feature
,2014/11/21 10:00:29,2014/11/19 21:12:07,GKyriacou,46102,Problems building and running 1.2 with Hive support,Bug
markhamstra,2014/12/03 23:11:47,2014/11/19 20:48:46,airhorns,8581,Standalone Master can fail to recognize completed/failed applications,Bug
joshrosen,2014/11/20 00:51:04,2014/11/19 16:54:51,joshrosen,28573,Memory leak in JobProgressListener due to `spark.ui.retainedJobs` not being used,Bug
yuu.ishikawa@gmail.com,2014/12/15 21:44:36,2014/11/19 16:02:38,Jean-Philippe Quemener,20518,IDFModel.transform() add support for single vector,New Feature
lian cheng,2014/12/20 03:11:50,2014/11/19 16:00:33,lian cheng,40277,"Don't pushdown Eq, NotEq, Lt, LtEq, Gt and GtEq predicates with nulls for Parquet",Bug
,2015/02/06 22:21:06,2014/11/19 15:07:00,sams,26046,Exception when following SimpleApp tutorial java.lang.ClassNotFoundException: org.apache.spark.deploy.yarn.YarnSparkHadoopUtil,Bug
,2015/01/24 18:42:28,2014/11/19 14:48:49,sams,14019,Using sbt assembly with spark as dep requires Phd in sbt,Question
,2014/11/23 14:45:24,2014/11/19 13:28:07,lewuathe,4637,Not found RandomGenerator through spark-shell,Bug
,2014/11/24 20:55:29,2014/11/19 10:07:12,sarutak,38897,Fix attribute reference resolution error when using ORDER BY.,Bug
mengxr,2014/11/20 08:49:37,2014/11/19 08:33:49,mengxr,948,Improve GradientBoosting APIs and doc,Improvement
nravi,2014/11/20 01:24:19,2014/11/19 08:00:05,nravi,62654,[CORE] Treat maxResultSize as unlimited when set to 0; improve error message,Bug
,2014/12/16 23:23:22,2014/11/19 05:47:06,tianyi,63376,Optimization about reduce memory costs during the HashOuterJoin,Improvement
tdas,2014/11/19 21:16:44,2014/11/19 03:20:20,tdas,64584,ReceivedBlockTracker's write ahead log is enabled by default,Bug
zsxwing,2014/11/20 09:16:42,2014/11/19 02:41:25,zsxwing,23717,Some comments for `updateStateByKey` are wrong,Documentation
andrewor14,2014/11/20 02:08:20,2014/11/19 01:52:38,andrewor14,942,Avoid many small spills in external data structures,Bug
lian cheng,2014/11/24 20:44:25,2014/11/19 01:39:33,marmbrus,68692,Avoid unnecessary defensive copies when Sort based shuffle is on,Bug
aaranya,2014/11/20 01:22:03,2014/11/19 01:00:49,aaranya,1274,totalRegisteredExecutors not updated properly,Bug
davies,2014/11/21 00:40:56,2014/11/19 00:55:47,davies,85509,remove numpy from RDDSampler of PySpark,New Feature
,2015/02/26 21:52:54,2014/11/18 19:19:14,davies,9220,PySpark failed to initialize if localhost can not be resolved,Bug
,2014/11/19 16:06:56,2014/11/18 15:27:59,aniket,2337,[Core] StageInfo should have ActiveJob's group ID as a field,Bug
zsxwing,2014/11/21 08:43:01,2014/11/18 09:57:51,zsxwing,81910,"Print ""Spark context available as sc."" only when SparkContext is created successfully",Improvement
SuYan,2014/11/25 23:51:41,2014/11/18 09:21:28,SuYan,52213, blockManagerIdFromJson function throws exception while BlockManagerId be null in MetadataFetchFailedException,Bug
kmaehashi,2014/11/19 20:12:47,2014/11/18 05:37:29,kmaehashi,52518,SparkContext accepts local[0] as a master URL,Improvement
chenghao,2014/12/19 21:08:27,2014/11/18 04:17:17,chenghao,60670,Move the SemanticAnalyzer from Physical Execution to Analysis,Improvement
,2014/11/26 02:59:15,2014/11/18 02:51:24,lian cheng,471,Wrong Parquet filters are created for all inequality predicates with literals on the left hand side,Bug
tianshuo,2014/11/24 20:50:22,2014/11/18 02:06:19,andrewor14,67443,Number of elements read is never reset in ExternalSorter,Bug
pwendell,2014/11/18 05:08:19,2014/11/18 01:45:51,pwendell,12148,Provide support for publishing Scala 2.11 artifacts to Maven,Improvement
jongyoul,2015/01/05 20:06:09,2014/11/18 01:29:23,jongyoul,67006,runAsSparkUser doesn't affect TaskRunner in Mesos environment at all.,Bug
tsudukim,2014/12/05 03:33:53,2014/11/18 00:22:47,tsudukim,11466,Description about configuration options need to be modified in docs.,Bug
kayousterhout,2014/11/18 23:01:56,2014/11/17 23:28:01,kayousterhout,84835,Add (de)select all button for additional metrics in webUI,Improvement
tdas,2014/11/25 19:53:40,2014/11/17 23:14:57,marmbrus,74323,flume-sink build broken in SBT,Bug
zhazhan,2014/12/18 16:02:50,2014/11/17 22:28:52,zzhan,63238,Pass java options to yarn master to handle system properties correctly.,Bug
,2014/11/17 23:32:16,2014/11/17 21:55:18,josephkb,5818,RandomForest classification uses wrong threshold,Bug
alokito,2014/12/04 23:02:41,2014/11/17 21:19:51,alokito,6170,"JavaRDDLike.groupBy[K](f: JFunction[T, K]) may fail with typechecking errors",Bug
tdas,2014/12/11 17:04:47,2014/11/17 19:55:18,tdas,76169,Skip compilation of tests classes when using make-distribution,Improvement
sandyr,2014/11/24 19:29:44,2014/11/17 19:42:38,sandyr,85626,Document how to build for Hadoop versions greater than 2.4,Improvement
,2015/03/10 18:35:24,2014/11/17 19:34:52,sandyr,82832,Document why spilling depends on both elements read and memory used,Improvement
tedyu@apache.org,2014/12/11 20:01:14,2014/11/17 19:05:39,yuzhihong@gmail.com,3335,Exclude dependency on hbase-annotations module,Bug
lian cheng,2014/11/18 02:06:51,2014/11/17 18:05:11,lian cheng,28900,Simplify Parquet record filter generation,Improvement
,2014/11/30 11:00:36,2014/11/17 17:33:08,WangTaoTheTonic,62848,force to kill process after 5 seconds,Improvement
,2014/11/18 00:36:17,2014/11/17 08:51:27,chenghao,56690,Support ConstantObjectInspector for unwrapping data,Bug
sandyr,2015/01/08 17:30:40,2014/11/17 08:25:53,sandyr,32687,Remove layers of abstraction in YARN code no longer needed after dropping yarn-alpha,Improvement
Liu Hao,2014/11/20 02:20:39,2014/11/17 08:00:24,Liu Hao,66015,MetadataCleaner schedule task with a wrong param for delay time .,Bug
prashant_,2014/11/17 18:41:24,2014/11/17 07:48:56,pwendell,39148,Don't display storage level in toDebugString unless RDD is persisted,Bug
ankurd,2014/11/17 19:07:15,2014/11/17 07:20:21,ankurd,42414,Drop VD type parameter from EdgeRDD,Improvement
,2014/11/18 00:34:11,2014/11/17 06:55:17,scwf,63534,Statistics bug for external table in spark sql hive,Bug
shimingfei,2014/11/19 06:18:59,2014/11/17 05:13:57,shimingfei,3902,Close Tachyon client when TachyonBlockManager is shut down,Bug
davies,2014/11/20 23:31:48,2014/11/17 02:24:30,matei,76038,Expose RandomForest in Python,New Feature
davies,2014/12/16 19:19:57,2014/11/17 01:27:19,aash,64358,Docs for difference between WholeTextFileRecordReader and WholeCombineFileRecordReader,Documentation
markhamstra,2015/02/11 08:44:11,2014/11/17 01:25:29,markhamstra,26322,Debian packaging misses datanucleus jars,Bug
davies,2014/11/18 18:11:35,2014/11/16 23:52:01,matei,65974,Add setThreshold in Python LogisticRegressionModel and SVMModel,New Feature
andrewor14,2014/11/18 20:20:19,2014/11/16 22:34:46,joshrosen,78333,spark-submit cluster deploy mode JAR URLs are broken in 1.1.1,Bug
mengxr,2014/11/19 00:27:52,2014/11/16 04:34:58,mengxr,71574,Racing condition in zipWithIndex,Bug
shimingfei,2014/11/19 06:19:11,2014/11/16 03:27:53,shimingfei,10278,Resource(InStream) is not closed in TachyonStore,Bug
dbtsai,2014/11/22 02:15:40,2014/11/16 01:02:43,dbtsai,4377,Implement efficient activeIterator for dense and sparse vector,Improvement
srowen,2015/01/26 16:03:02,2014/11/15 23:56:00,rdub,58022,Apache RAT Checks fail spuriously on test files,Bug
ueshin,2014/11/19 22:41:40,2014/11/15 13:43:43,ueshin,32277,Build for Scala 2.11 using sbt fails.,Bug
,2014/11/15 15:40:32,2014/11/15 13:18:50,ueshin,8502,Use ${scala.binary.version} property for artifactId.,Bug
,2014/11/16 06:26:28,2014/11/15 12:21:29,prasad.ch,65099,"In Spark Streaming when we perform window operations , it wil caluclate  based on system time, i need  to override it, i mean instead of getting current time app need to get from my text file.",Bug
sarutak,2014/11/18 11:28:52,2014/11/15 09:11:19,sarutak,8253,"The symbol of BitwiseOr is wrong, should not be '&'",Bug
,2014/11/18 00:29:02,2014/11/15 08:00:41,ueshin,59301,Handle NaN or Infinity cast to Timestamp correctly,Bug
ilganeli,2015/03/11 13:20:59,2014/11/15 07:01:19,joshrosen,22780,Improve foreach() documentation to avoid confusion between local- and cluster-mode behavior,Improvement
gq,2014/12/31 19:37:06,2014/11/15 06:20:55,gq,47771,"In some cases, Vectors.fromBreeze get wrong results.",Bug
tsudukim,2014/12/05 02:15:29,2014/11/15 05:34:01,tsudukim,74488,Wrong link in spark-standalone.html,Bug
,2014/11/18 00:27:16,2014/11/15 04:48:58,ueshin,70698,Change nullability of Cast from DoubleType/FloatType to DecimalType.,Bug
joshrosen,2014/11/16 06:22:53,2014/11/15 04:46:12,joshrosen,5801,Upgrade Snappy Java to 1.1.1.6,Improvement
,2014/11/18 09:50:35,2014/11/15 03:26:47,ueshin,23028,Remove restriction of binary arithmetic operations for fixed-precision decimal.,Bug
ilganeli,2015/01/19 09:57:38,2014/11/15 01:12:43,davies,31495,New API: sample RDD to fixed number of items,New Feature
,2015/03/18 13:28:29,2014/11/15 00:59:58,tnachen,44911,Support Mesos framework authentication,Improvement
davies,2014/11/15 04:15:19,2014/11/14 22:41:30,davies,20029,Driver did not exit after python driver had exited.,Bug
marmbrus,2014/11/21 02:31:42,2014/11/14 20:44:10,marmbrus,20852,Parquet support through datasource API,Improvement
,2014/11/14 23:33:52,2014/11/14 20:26:35,jimfcarroll,11237,Parquet logger cannot be configured,Bug
marmbrus,2014/11/19 19:05:13,2014/11/14 19:45:03,marmbrus,84010,Support for external sort,Improvement
brkyvz,2014/12/29 21:24:47,2014/11/14 19:44:46,brkyvz,6001,Additional (but limited) Linear Algebra Utils,Improvement
,2014/11/17 02:31:30,2014/11/14 17:32:03,lian cheng,32367,Thrift server for 0.13.1 doesn't deserialize complex types properly,Bug
MechCoder,2015/02/20 23:00:06,2014/11/14 17:31:13,josephkb,19733,SVD should check for k < 1,Improvement
srowen,2015/02/09 05:09:49,2014/11/14 17:29:21,josephkb,42028,Matrices.* construction methods should check for rows x cols overflow,Improvement
WangTaoTheTonic,2014/11/19 01:04:33,2014/11/14 15:51:29,WangTaoTheTonic,33184,SparkSubmitDriverBootstrapper should stop after its SparkSubmit sub-process ends ,Bug
,2014/11/15 13:40:45,2014/11/14 15:04:01,epahomov,81404,Elastic allocation(spark.dynamicAllocation.enabled) results in task never being execued.,Bug
,2014/11/17 13:13:11,2014/11/14 13:46:11,ivijay,84420,Output path validation of an action statement resulting in runtime exception,Wish
,2014/11/14 12:26:54,2014/11/14 12:20:24,yantangzhai,390,RuleExecutor correctly logs trace iteration num,Bug
,2014/11/14 11:09:07,2014/11/14 11:01:04,aash,483,Add scripts for launching Spark on Google Compute Engine (GCE),New Feature
,2015/01/12 04:12:00,2014/11/14 10:59:32,aash,61948,Support multiple cloud providers,New Feature
mengxr,2014/11/14 20:43:36,2014/11/14 08:37:10,mengxr,43586,Specialize rdd.parallelize for xrange,Improvement
zsxwing,2014/12/03 10:06:48,2014/11/14 07:41:06,zsxwing,8742,Reorganize 'implicit's to improve the API convenience,Improvement
mengxr,2014/11/18 18:35:50,2014/11/14 02:50:41,mengxr,56709,Support lookup by index in Rating,New Feature
marmbrus,2014/11/14 20:01:44,2014/11/14 00:49:14,marmbrus,69150,Allow datasources to support IN and sizeInBytes,Improvement
joshrosen,2014/11/29 01:53:15,2014/11/14 00:34:04,joshrosen,4751,Memory leak in connection manager timeout thread,Improvement
,2015/03/01 10:19:33,2014/11/14 00:19:04,bijaybisht,36029,Event proration based on event timestamps,New Feature
marmbrus,2014/11/14 22:59:57,2014/11/13 23:27:40,marmbrus,84737,Parquet Filter pushdown flag should be set with SQLConf,Bug
marmbrus,2014/11/14 22:57:18,2014/11/13 23:15:21,marmbrus,85317,Bad casts to decimal throw instead of returning null,Bug
yandu,2015/01/28 21:49:24,2014/11/13 21:10:06,yandu,2358,Refactoring python profiling code to make it extensible,Improvement
,2014/12/30 13:12:25,2014/11/13 20:25:53,jimfcarroll,60392,Parquet file write performance improvement,Improvement
lian cheng,2014/11/24 19:46:55,2014/11/13 20:22:34,marmbrus,84261,DataSource DDL Parser can't handle table names with '_',Bug
davies,2014/11/19 23:47:16,2014/11/13 20:04:46,davies,13350,Too many open files during sort in pyspark,Bug
,2015/02/08 02:18:07,2014/11/13 19:14:14,kayousterhout,25433,Delay scheduling doesn't work right when jobs have tasks with different locality levels,Bug
,2015/02/11 07:06:50,2014/11/13 14:26:53,viirya,59997,Add locations parameter to Twitter Stream,Improvement
,2014/11/25 14:08:39,2014/11/13 13:20:56,jerryshao,2863,User should get warned when set spark.master with local in Spark Streaming,Improvement
andrewor14,2014/11/19 04:15:27,2014/11/13 12:18:53,shenhong,57394,"Executor full of log ""spilling in-memory map of 0 MB to disk""",Improvement
zsxwing,2014/11/15 06:26:04,2014/11/13 08:46:29,zsxwing,77975,RDD.checkpoint throws a general Exception (should be SparkException),Improvement
mengxr,2014/11/13 19:42:48,2014/11/13 07:44:15,mengxr,43113,Make ALS more Java-friendly,Improvement
prashant_,2014/11/23 02:40:06,2014/11/13 05:46:58,joshrosen,75188,ZooKeeperPersistenceEngine: java.lang.IllegalStateException: Trying to deserialize a serialized ActorRef without an ActorSystem in scope.,Bug
sandyr,2014/11/26 19:48:09,2014/11/13 02:24:02,pwendell,62647,Put external modules behind build profiles,Improvement
sandyr,2014/12/04 04:08:57,2014/11/13 01:56:29,sandyr,7948,Assembly built with Maven is missing most of repl classes,Bug
mengxr,2014/11/13 02:15:53,2014/11/12 23:36:27,mengxr,9566,MLlib unit tests failed maven test,Bug
mengxr,2014/11/13 21:55:07,2014/11/12 19:57:47,mengxr,7040,Make LR and SVM's default parameters consistent in Scala and Python ,Bug
,2014/11/24 08:54:49,2014/11/12 18:47:13,p.florent,50856,Spark crashes with JBoss Logging 3.6.1,Bug
ilikerps,2014/11/13 02:58:08,2014/11/12 18:13:49,ilikerps,31459,Limit cores used by Netty transfer service based on executor size,Bug
davies,2014/11/12 21:57:13,2014/11/12 17:58:59,davies,14294,TreeModel.predict does not work with RDD,Bug
,2015/03/04 06:58:07,2014/11/12 17:01:15,nfx,50212,Ceph integration?,Improvement
,2014/11/14 23:17:25,2014/11/12 14:11:48,saucam,32737,Remove unnecessary filter call on records returned from parquet library,Improvement
,2014/11/13 01:50:33,2014/11/12 12:22:14,zsxwing,48499,Some variable types in org.apache.spark.streaming.JavaAPISuite are wrong,Test
zsxwing,2014/11/15 06:28:56,2014/11/12 11:22:06,zsxwing,68810,The Broadcast example is out of date,Documentation
,2015/02/10 09:37:12,2014/11/12 08:48:39,omicronAK,2913,task only execute on one node when spark on yarn,Bug
,2014/12/01 21:19:24,2014/11/12 06:31:36,viirya,53268,Parsing NumericLit with more specified types,Improvement
pwendell,2015/01/16 20:42:19,2014/11/12 06:01:00,pwendell,52879,Modify release publishing to work with Scala 2.11,Improvement
mengxr,2015/03/09 18:45:59,2014/11/12 05:05:06,mengxr,49253,OnlineSummarizer doesn't merge mean correctly,Bug
,2014/12/12 12:52:31,2014/11/12 04:20:45,shyamatspark,30706,"14/11/12 09:39:00 WARN TaskSetManager: Lost task 5.0 in stage 0.0 (TID 5, HYD-RNDNW-VFRCO-RCORE2): java.lang.NoClassDefFoundError: Could not initialize class org.xerial.snappy.Snappy",Question
,2014/11/12 08:21:01,2014/11/12 02:15:17,DoingDone9,21944,Delete the val that never used in Catalog,Improvement
,2014/11/12 03:18:35,2014/11/11 22:29:23,mengxr,17352,aggregate doesn't make copies of zeroValue in local mode,Bug
,2015/02/02 06:04:04,2014/11/11 22:16:28,mcheah,28056,Spark driver hangs on sc.parallelize() if exception is thrown during serialization,Bug
davies,2015/01/13 00:17:49,2014/11/11 22:06:40,davies,7869,pyspark.mllib.random conflicts with random module,Bug
manishamde,2014/11/12 06:48:14,2014/11/11 19:03:06,mengxr,42308,GradientBoostingSuite takes more than 1 minute to finish,Improvement
,2014/11/15 00:26:17,2014/11/11 18:27:54,alexliu68,21503,Spark SQL Hive logs exception when drop a none-exist table,Bug
,2014/11/25 14:24:24,2014/11/11 18:07:43,arahuja,73001,spark.yarn.user.classpath.first is undocumented,Documentation
,2014/11/29 01:53:54,2014/11/11 11:15:06,haitao.yao,52728,"connection ack timeout improvement, replace Timer with ScheudledExecutor...",Improvement
,2015/02/25 23:42:41,2014/11/11 09:26:43,shenhong,51358,Spark need to set num-executors automatically,Improvement
,2014/11/19 01:31:09,2014/11/11 08:23:19,DoingDone9,61670,Make fixedPoint Configurable in Analyzer,Improvement
sandyr,2014/12/09 19:03:42,2014/11/11 08:00:23,sandyr,39799,Remove yarn-alpha support,Sub-task
sandyr,2015/02/06 18:53:36,2014/11/11 07:58:02,sandyr,39334,Add ability to cancel pending requests to YARN,Improvement
,2015/02/11 07:57:00,2014/11/11 06:24:10,adrian-wang,5570,auto detect type from json string,New Feature
prashant_,2014/11/15 06:33:36,2014/11/11 03:29:23,rxin,11053,Mima check misreporting for GraphX pull request,Bug
,2014/11/11 03:25:10,2014/11/11 03:15:00,yantangzhai,610,Utils.startServiceOnPort should check whether the tryPort is less than 1024,Bug
,2014/11/14 22:28:31,2014/11/11 02:35:44,DoingDone9,71567,Correctly log number of iterations in RuleExecutor,Bug
,2014/11/11 02:29:52,2014/11/11 02:26:38,DoingDone9,194,"RuleExecutor breaks, num of iteration should be ${iteration -1} not ${iteration} .Log looks like ""Fixed point reached for batch ${batch.name} after 3 iterations."", but it did 2 iterations really! ",Bug
sarutak,2014/11/11 06:18:57,2014/11/11 00:36:14,sarutak,20563,Link to proper URL for YARN overview,Improvement
sarutak,2014/12/10 20:31:14,2014/11/11 00:07:43,sarutak,73411,Add indexing feature for HistoryPage,Improvement
,2014/11/10 22:56:47,2014/11/10 22:43:15,josephkb,812,Python serialization updates make Python ML API more brittle to types,Improvement
davies,2014/11/19 00:38:03,2014/11/10 21:58:48,davies,9555,Python API for RDD.randomSplit(),New Feature
mengxr,2014/11/13 21:18:44,2014/11/10 21:45:08,mengxr,84816,unidoc is broken on master,Bug
davies,2014/11/11 06:26:58,2014/11/10 20:42:38,davies,35060,Support numpy/scipy in all Python API of MLlib,Improvement
,2014/12/16 00:28:51,2014/11/10 19:32:37,sarutak,17774,Utils#fetchFile method should close lock file certainly,Bug
